transaction_id,account_number,transaction_date,amount,transaction_type,merchant_category,is_flagged
28,ACC-166693,2026-02-16 15:43:18,21.19,EFT,Retail,0
29,ACC-941550,2026-02-16 15:43:18,3104.3,EFT,Retail,0
30,ACC-823271,2026-02-16 15:43:18,7772.18,EFT,Retail,0
31,ACC-139842,2026-02-16 15:43:18,7957.94,EFT,Retail,0
32,ACC-859079,2026-02-16 15:43:18,6786.28,EFT,Retail,0
33,ACC-350645,2026-02-16 15:43:18,8038.45,EFT,Retail,0
34,ACC-556452,2026-02-16 15:43:18,9846.26,EFT,Retail,0
35,ACC-148811,2026-02-16 15:43:18,663.08,EFT,Retail,0
36,ACC-680728,2026-02-16 15:43:18,7197.62,EFT,Retail,0
37,ACC-240367,2026-02-16 15:43:18,7906.68,EFT,Retail,0
38,ACC-149708,2026-02-16 15:43:18,8198.18,EFT,Retail,0
39,ACC-286764,2026-02-16 15:43:18,2373.97,EFT,Retail,0
40,ACC-199002,2026-02-16 15:43:18,8566.96,EFT,Retail,1
41,ACC-277553,2026-02-16 15:43:18,1259.84,EFT,Retail,0
42,ACC-831194,2026-02-16 15:43:18,9479.55,EFT,Retail,0
43,ACC-701592,2026-02-16 15:43:18,4348.02,EFT,Retail,0
44,ACC-585193,2026-02-16 15:43:18,1894.13,EFT,Retail,0
45,ACC-172474,2026-02-16 15:43:18,4133.76,EFT,Retail,0
46,ACC-897722,2026-02-16 15:43:18,9559.02,EFT,Retail,0
47,ACC-761021,2026-02-16 15:43:18,3110.36,EFT,Retail,0
48,ACC-843190,2026-02-16 15:43:18,735.11,EFT,Retail,0
49,ACC-307658,2026-02-16 15:43:18,4828.99,EFT,Retail,0
50,ACC-246523,2026-02-16 15:43:18,6471.17,EFT,Retail,0
51,ACC-815075,2026-02-16 15:43:18,7311.12,EFT,Retail,0
52,ACC-249893,2026-02-16 15:43:18,168.09,EFT,Retail,0
53,ACC-884421,2026-02-16 15:43:18,6046.96,EFT,Retail,0
54,ACC-306642,2026-02-16 15:43:18,9217.98,EFT,Retail,0
55,ACC-851970,2026-02-16 15:43:18,4170.64,EFT,Retail,0
56,ACC-678307,2026-02-16 15:43:18,4765.64,EFT,Retail,0
57,ACC-861362,2026-02-16 15:43:18,8643.99,EFT,Retail,0
58,ACC-394671,2026-02-16 15:43:18,2846.96,EFT,Retail,0
59,ACC-416919,2026-02-16 15:43:18,4369.33,EFT,Retail,0
60,ACC-397479,2026-02-16 15:43:18,2678.62,EFT,Retail,0
61,ACC-941489,2026-02-16 15:43:18,6317.98,EFT,Retail,0
62,ACC-887254,2026-02-16 15:43:18,3115.65,EFT,Retail,0
63,ACC-760158,2026-02-16 15:43:18,8666.23,EFT,Retail,0
64,ACC-156765,2026-02-16 15:43:18,9176.01,EFT,Retail,0
65,ACC-317007,2026-02-16 15:43:18,92.46,EFT,Retail,0
66,ACC-627957,2026-02-16 15:43:18,9644.84,EFT,Retail,0
67,ACC-477407,2026-02-16 15:43:18,9090.34,EFT,Retail,0
68,ACC-737754,2026-02-16 15:43:18,6816.49,EFT,Retail,0
69,ACC-430344,2026-02-16 15:43:18,9880.47,EFT,Retail,0
70,ACC-308163,2026-02-16 15:43:18,6392.06,EFT,Retail,0
71,ACC-633816,2026-02-16 15:43:18,4592.0,EFT,Retail,0
72,ACC-284910,2026-02-16 15:43:18,4774.45,EFT,Retail,0
73,ACC-479762,2026-02-16 15:43:18,7972.16,EFT,Retail,0
74,ACC-288438,2026-02-16 15:43:18,8862.65,EFT,Retail,0
75,ACC-421464,2026-02-16 15:43:18,3763.29,EFT,Retail,0
76,ACC-929349,2026-02-16 15:43:18,1772.04,EFT,Retail,0
77,ACC-168399,2026-02-16 15:43:18,154.3,EFT,Retail,0
78,ACC-279525,2026-02-16 15:43:18,4499.07,EFT,Retail,0
79,ACC-915272,2026-02-16 15:43:18,5759.42,EFT,Retail,0
80,ACC-174571,2026-02-16 15:43:18,9278.77,EFT,Retail,0
81,ACC-253394,2026-02-16 15:43:18,6797.5,EFT,Retail,0
82,ACC-458135,2026-02-16 15:43:18,3273.34,EFT,Retail,0
83,ACC-309189,2026-02-16 15:43:18,8335.04,EFT,Retail,0
84,ACC-865537,2026-02-16 15:43:18,8423.21,EFT,Retail,0
85,ACC-794891,2026-02-16 15:43:18,8810.7,EFT,Retail,0
86,ACC-821806,2026-02-16 15:43:18,7429.06,EFT,Retail,0
87,ACC-382448,2026-02-16 15:43:18,6436.27,EFT,Retail,0
88,ACC-507095,2026-02-16 15:43:18,4317.16,EFT,Retail,0
89,ACC-741536,2026-02-16 15:43:18,1593.12,EFT,Retail,0
90,ACC-831333,2026-02-16 15:43:18,886.49,EFT,Retail,0
91,ACC-785236,2026-02-16 15:43:18,7904.79,EFT,Retail,0
92,ACC-972932,2026-02-16 15:43:18,8448.08,EFT,Retail,0
93,ACC-133213,2026-02-16 15:43:18,2417.22,EFT,Retail,0
94,ACC-787892,2026-02-16 15:43:18,5279.33,EFT,Retail,0
95,ACC-234677,2026-02-16 15:43:18,7081.46,EFT,Retail,0
96,ACC-401125,2026-02-16 15:43:18,3975.06,EFT,Retail,1
97,ACC-753735,2026-02-16 15:43:18,6805.32,EFT,Retail,0
98,ACC-168488,2026-02-16 15:43:18,7098.73,EFT,Retail,0
99,ACC-528174,2026-02-16 15:43:18,4155.24,EFT,Retail,0
100,ACC-104762,2026-02-16 15:43:18,753.4,EFT,Retail,0
101,ACC-620299,2026-02-16 15:43:18,8080.72,EFT,Retail,0
102,ACC-195345,2026-02-16 15:43:18,6116.05,EFT,Retail,0
103,ACC-879591,2026-02-16 15:43:18,1104.48,EFT,Retail,1
104,ACC-492993,2026-02-16 15:43:18,3224.96,EFT,Retail,0
105,ACC-590521,2026-02-16 15:43:18,8176.1,EFT,Retail,0
106,ACC-830867,2026-02-16 15:43:18,7014.31,EFT,Retail,0
107,ACC-325315,2026-02-16 15:43:18,389.68,EFT,Retail,0
108,ACC-191834,2026-02-16 15:43:18,1788.27,EFT,Retail,0
109,ACC-463261,2026-02-16 15:43:18,2540.56,EFT,Retail,0
110,ACC-581386,2026-02-16 15:43:18,4961.44,EFT,Retail,0
111,ACC-902850,2026-02-16 15:43:18,8319.88,EFT,Retail,0
112,ACC-930608,2026-02-16 15:43:18,1631.76,EFT,Retail,0
113,ACC-771747,2026-02-16 15:43:18,5903.84,EFT,Retail,0
114,ACC-813393,2026-02-16 15:43:18,8250.1,EFT,Retail,0
115,ACC-334300,2026-02-16 15:43:18,604.5,EFT,Retail,0
116,ACC-482405,2026-02-16 15:43:18,5607.3,EFT,Retail,0
117,ACC-966360,2026-02-16 15:43:18,2262.28,EFT,Retail,0
118,ACC-583901,2026-02-16 15:43:18,9585.29,EFT,Retail,0
119,ACC-120348,2026-02-16 15:43:18,5741.3,EFT,Retail,0
120,ACC-362541,2026-02-16 15:43:18,501.03,EFT,Retail,0
121,ACC-753923,2026-02-16 15:43:18,5067.71,EFT,Retail,0
122,ACC-325221,2026-02-16 15:43:18,1888.95,EFT,Retail,0
123,ACC-461804,2026-02-16 15:43:18,4288.1,EFT,Retail,0
124,ACC-463378,2026-02-16 15:43:18,2046.61,EFT,Retail,0
125,ACC-501597,2026-02-16 15:43:18,7949.77,EFT,Retail,0
126,ACC-816576,2026-02-16 15:43:18,723.05,EFT,Retail,1
127,ACC-682982,2026-02-16 15:43:18,3199.89,EFT,Retail,0
128,ACC-391042,2026-02-16 15:43:18,6468.95,EFT,Retail,0
129,ACC-442884,2026-02-16 15:43:18,1119.13,EFT,Retail,0
130,ACC-772605,2026-02-16 15:43:18,4868.49,EFT,Retail,0
131,ACC-550537,2026-02-16 15:43:18,9262.98,EFT,Retail,0
132,ACC-882640,2026-02-16 15:43:18,9589.08,EFT,Retail,0
133,ACC-146760,2026-02-16 15:43:18,7025.71,EFT,Retail,0
134,ACC-709500,2026-02-16 15:43:18,3151.55,EFT,Retail,0
135,ACC-797559,2026-02-16 15:43:18,2430.09,EFT,Retail,0
136,ACC-748199,2026-02-16 15:43:18,9315.57,EFT,Retail,0
137,ACC-721839,2026-02-16 15:43:18,9633.03,EFT,Retail,0
138,ACC-845804,2026-02-16 15:43:18,9122.11,EFT,Retail,0
139,ACC-674705,2026-02-16 15:43:18,9676.91,EFT,Retail,0
140,ACC-739703,2026-02-16 15:43:18,7855.94,EFT,Retail,0
141,ACC-659213,2026-02-16 15:43:18,7198.63,EFT,Retail,0
142,ACC-565089,2026-02-16 15:43:18,3780.18,EFT,Retail,0
143,ACC-608416,2026-02-16 15:43:18,8051.57,EFT,Retail,0
144,ACC-315869,2026-02-16 15:43:18,2060.78,EFT,Retail,0
145,ACC-942298,2026-02-16 15:43:18,7469.64,EFT,Retail,0
146,ACC-455411,2026-02-16 15:43:18,1930.32,EFT,Retail,0
147,ACC-390866,2026-02-16 15:43:18,2745.57,EFT,Retail,0
148,ACC-273231,2026-02-16 15:43:18,7527.06,EFT,Retail,0
149,ACC-705100,2026-02-16 15:43:18,8033.97,EFT,Retail,1
150,ACC-630763,2026-02-16 15:43:18,9487.31,EFT,Retail,1
151,ACC-123416,2026-02-16 15:43:18,2067.66,EFT,Retail,1
152,ACC-242715,2026-02-16 15:43:18,9255.41,EFT,Retail,0
153,ACC-984985,2026-02-16 15:43:18,4606.2,EFT,Retail,0
154,ACC-445504,2026-02-16 15:43:18,8600.18,EFT,Retail,0
155,ACC-245791,2026-02-16 15:43:18,3647.24,EFT,Retail,0
156,ACC-634660,2026-02-16 15:43:18,9573.93,EFT,Retail,0
157,ACC-236470,2026-02-16 15:43:18,7438.82,EFT,Retail,0
158,ACC-181814,2026-02-16 15:43:18,6609.95,EFT,Retail,0
159,ACC-260477,2026-02-16 15:43:18,7947.66,EFT,Retail,0
160,ACC-829212,2026-02-16 15:43:18,7344.58,EFT,Retail,0
161,ACC-104084,2026-02-16 15:43:18,2979.46,EFT,Retail,0
162,ACC-538055,2026-02-16 15:43:18,53.01,EFT,Retail,0
163,ACC-834123,2026-02-16 15:43:18,3795.05,EFT,Retail,0
164,ACC-202360,2026-02-16 15:43:18,2173.21,EFT,Retail,0
165,ACC-167543,2026-02-16 15:43:18,1390.35,EFT,Retail,0
166,ACC-939747,2026-02-16 15:43:18,2551.7,EFT,Retail,0
167,ACC-656149,2026-02-16 15:43:18,6596.47,EFT,Retail,0
168,ACC-318767,2026-02-16 15:43:18,8821.67,EFT,Retail,0
169,ACC-785385,2026-02-16 15:43:18,7628.76,EFT,Retail,0
170,ACC-424148,2026-02-16 15:43:18,2115.51,EFT,Retail,1
171,ACC-326478,2026-02-16 15:43:18,3264.38,EFT,Retail,0
172,ACC-466293,2026-02-16 15:43:18,4031.81,EFT,Retail,0
173,ACC-788577,2026-02-16 15:43:18,4406.51,EFT,Retail,0
174,ACC-296234,2026-02-16 15:43:18,3661.98,EFT,Retail,0
175,ACC-807198,2026-02-16 15:43:18,3982.59,EFT,Retail,0
176,ACC-977545,2026-02-16 15:43:18,9733.56,EFT,Retail,0
177,ACC-809275,2026-02-16 15:43:18,1155.27,EFT,Retail,0
178,ACC-748308,2026-02-16 15:43:18,9615.61,EFT,Retail,0
179,ACC-414280,2026-02-16 15:43:18,8056.74,EFT,Retail,1
180,ACC-538135,2026-02-16 15:43:18,4917.82,EFT,Retail,1
181,ACC-565258,2026-02-16 15:43:18,5893.87,EFT,Retail,0
182,ACC-290985,2026-02-16 15:43:18,8728.13,EFT,Retail,0
183,ACC-116913,2026-02-16 15:43:18,9116.25,EFT,Retail,0
184,ACC-796463,2026-02-16 15:43:18,3640.09,EFT,Retail,0
185,ACC-460421,2026-02-16 15:43:18,5068.43,EFT,Retail,0
186,ACC-229178,2026-02-16 15:43:18,7192.22,EFT,Retail,0
187,ACC-702914,2026-02-16 15:43:18,8529.83,EFT,Retail,0
188,ACC-745338,2026-02-16 15:43:18,8196.22,EFT,Retail,0
189,ACC-348429,2026-02-16 15:43:18,5392.22,EFT,Retail,0
190,ACC-750169,2026-02-16 15:43:18,80.07,EFT,Retail,0
191,ACC-405998,2026-02-16 15:43:18,815.78,EFT,Retail,0
192,ACC-725269,2026-02-16 15:43:18,3100.35,EFT,Retail,0
193,ACC-459641,2026-02-16 15:43:18,6001.86,EFT,Retail,0
194,ACC-289049,2026-02-16 15:43:18,6439.08,EFT,Retail,0
195,ACC-113635,2026-02-16 15:43:18,3076.3,EFT,Retail,0
196,ACC-586533,2026-02-16 15:43:18,2248.72,EFT,Retail,0
197,ACC-854478,2026-02-16 15:43:18,6837.91,EFT,Retail,0
198,ACC-521881,2026-02-16 15:43:18,6317.08,EFT,Retail,0
199,ACC-879600,2026-02-16 15:43:18,743.06,EFT,Retail,0
200,ACC-677241,2026-02-16 15:43:18,8883.22,EFT,Retail,0
201,ACC-930144,2026-02-16 15:43:18,595.04,EFT,Retail,0
202,ACC-526019,2026-02-16 15:43:18,7756.56,EFT,Retail,0
203,ACC-967697,2026-02-16 15:43:18,4458.95,EFT,Retail,0
204,ACC-413258,2026-02-16 15:43:18,7288.77,EFT,Retail,0
205,ACC-832886,2026-02-16 15:43:18,2710.23,EFT,Retail,0
206,ACC-772961,2026-02-16 15:43:18,21.92,EFT,Retail,0
207,ACC-848979,2026-02-16 15:43:18,8577.32,EFT,Retail,0
208,ACC-448400,2026-02-16 15:43:18,5593.75,EFT,Retail,0
209,ACC-549621,2026-02-16 15:43:18,5912.74,EFT,Retail,0
210,ACC-562895,2026-02-16 15:43:18,1987.51,EFT,Retail,0
211,ACC-691836,2026-02-16 15:43:18,9356.74,EFT,Retail,0
212,ACC-748786,2026-02-16 15:43:18,4876.33,EFT,Retail,0
213,ACC-923335,2026-02-16 15:43:18,7474.58,EFT,Retail,1
214,ACC-749632,2026-02-16 15:43:18,6305.59,EFT,Retail,1
215,ACC-140572,2026-02-16 15:43:18,2633.48,EFT,Retail,0
216,ACC-205704,2026-02-16 15:43:18,427.52,EFT,Retail,0
217,ACC-260920,2026-02-16 15:43:18,3097.71,EFT,Retail,0
218,ACC-219649,2026-02-16 15:43:18,6273.65,EFT,Retail,0
219,ACC-827079,2026-02-16 15:43:18,8253.56,EFT,Retail,0
220,ACC-135858,2026-02-16 15:43:18,896.66,EFT,Retail,0
221,ACC-437506,2026-02-16 15:43:18,8886.35,EFT,Retail,0
222,ACC-932372,2026-02-16 15:43:18,6698.33,EFT,Retail,0
223,ACC-877108,2026-02-16 15:43:18,5934.97,EFT,Retail,0
224,ACC-194620,2026-02-16 15:43:18,3942.96,EFT,Retail,0
225,ACC-187750,2026-02-16 15:43:18,5192.68,EFT,Retail,0
226,ACC-965250,2026-02-16 15:43:18,8954.33,EFT,Retail,0
227,ACC-350818,2026-02-16 15:43:18,6144.43,EFT,Retail,0
228,ACC-403698,2026-02-16 15:43:18,9787.5,EFT,Retail,0
229,ACC-523776,2026-02-16 15:43:18,7100.46,EFT,Retail,0
230,ACC-602257,2026-02-16 15:43:18,3773.99,EFT,Retail,0
231,ACC-938630,2026-02-16 15:43:18,206.52,EFT,Retail,0
232,ACC-529459,2026-02-16 15:43:18,4624.05,EFT,Retail,0
233,ACC-113734,2026-02-16 15:43:18,4348.18,EFT,Retail,0
234,ACC-403370,2026-02-16 15:43:18,3004.74,EFT,Retail,0
235,ACC-598816,2026-02-16 15:43:18,2978.06,EFT,Retail,0
236,ACC-314310,2026-02-16 15:43:18,7116.9,EFT,Retail,0
237,ACC-176798,2026-02-16 15:43:18,8944.16,EFT,Retail,0
238,ACC-457472,2026-02-16 15:43:18,3376.95,EFT,Retail,0
239,ACC-524274,2026-02-16 15:43:18,8663.79,EFT,Retail,0
240,ACC-990185,2026-02-16 15:43:18,1925.38,EFT,Retail,1
241,ACC-459462,2026-02-16 15:43:18,108.02,EFT,Retail,0
242,ACC-321946,2026-02-16 15:43:18,6656.28,EFT,Retail,0
243,ACC-950231,2026-02-16 15:43:18,9585.56,EFT,Retail,1
244,ACC-925948,2026-02-16 15:43:18,7125.71,EFT,Retail,0
245,ACC-919674,2026-02-16 15:43:18,1246.69,EFT,Retail,0
246,ACC-173325,2026-02-16 15:43:18,7340.77,EFT,Retail,0
247,ACC-934833,2026-02-16 15:43:18,3600.69,EFT,Retail,0
248,ACC-106872,2026-02-16 15:43:18,9854.74,EFT,Retail,0
249,ACC-609305,2026-02-16 15:43:18,1160.85,EFT,Retail,0
250,ACC-158903,2026-02-16 15:43:18,6790.21,EFT,Retail,0
251,ACC-961055,2026-02-16 15:43:18,1873.68,EFT,Retail,0
252,ACC-794050,2026-02-16 15:43:18,6558.73,EFT,Retail,1
253,ACC-875521,2026-02-16 15:43:18,4108.69,EFT,Retail,0
254,ACC-202376,2026-02-16 15:43:18,1609.44,EFT,Retail,0
255,ACC-851050,2026-02-16 15:43:18,7821.02,EFT,Retail,0
256,ACC-719864,2026-02-16 15:43:18,2226.63,EFT,Retail,0
257,ACC-610762,2026-02-16 15:43:18,6962.67,EFT,Retail,0
258,ACC-824647,2026-02-16 15:43:18,6894.41,EFT,Retail,0
259,ACC-181223,2026-02-16 15:43:18,3560.96,EFT,Retail,0
260,ACC-532361,2026-02-16 15:43:18,8727.92,EFT,Retail,0
261,ACC-995870,2026-02-16 15:43:18,2087.87,EFT,Retail,0
262,ACC-695912,2026-02-16 15:43:18,1375.36,EFT,Retail,0
263,ACC-184517,2026-02-16 15:43:18,3656.3,EFT,Retail,0
264,ACC-671718,2026-02-16 15:43:18,5369.35,EFT,Retail,0
265,ACC-355525,2026-02-16 15:43:18,827.54,EFT,Retail,0
266,ACC-605640,2026-02-16 15:43:18,1230.64,EFT,Retail,0
267,ACC-352064,2026-02-16 15:43:18,6108.0,EFT,Retail,0
268,ACC-312865,2026-02-16 15:43:18,5412.35,EFT,Retail,1
269,ACC-423472,2026-02-16 15:43:18,8071.97,EFT,Retail,1
270,ACC-430421,2026-02-16 15:43:18,9624.37,EFT,Retail,0
271,ACC-699937,2026-02-16 15:43:18,2006.42,EFT,Retail,0
272,ACC-473654,2026-02-16 15:43:18,655.99,EFT,Retail,0
273,ACC-294037,2026-02-16 15:43:18,8305.52,EFT,Retail,0
274,ACC-134369,2026-02-16 15:43:18,6730.35,EFT,Retail,0
275,ACC-310540,2026-02-16 15:43:18,4178.48,EFT,Retail,0
276,ACC-715277,2026-02-16 15:43:18,2558.96,EFT,Retail,0
277,ACC-437590,2026-02-16 15:43:18,1898.28,EFT,Retail,0
278,ACC-594743,2026-02-16 15:43:18,2770.55,EFT,Retail,0
279,ACC-864543,2026-02-16 15:43:18,390.68,EFT,Retail,0
280,ACC-205389,2026-02-16 15:43:18,6449.16,EFT,Retail,0
281,ACC-488491,2026-02-16 15:43:18,5384.44,EFT,Retail,0
282,ACC-433823,2026-02-16 15:43:18,6628.24,EFT,Retail,0
283,ACC-116577,2026-02-16 15:43:18,4879.61,EFT,Retail,0
284,ACC-512961,2026-02-16 15:43:18,1405.92,EFT,Retail,0
285,ACC-289302,2026-02-16 15:43:18,724.12,EFT,Retail,0
286,ACC-494223,2026-02-16 15:43:18,9969.72,EFT,Retail,0
287,ACC-426698,2026-02-16 15:43:18,8026.41,EFT,Retail,0
288,ACC-291827,2026-02-16 15:43:18,2930.68,EFT,Retail,0
289,ACC-325333,2026-02-16 15:43:18,7741.08,EFT,Retail,0
290,ACC-347341,2026-02-16 15:43:18,158.28,EFT,Retail,0
291,ACC-303284,2026-02-16 15:43:18,3653.45,EFT,Retail,0
292,ACC-684569,2026-02-16 15:43:18,8002.71,EFT,Retail,0
293,ACC-876835,2026-02-16 15:43:18,1573.76,EFT,Retail,0
294,ACC-563504,2026-02-16 15:43:18,9827.45,EFT,Retail,0
295,ACC-905785,2026-02-16 15:43:18,3704.57,EFT,Retail,0
296,ACC-748261,2026-02-16 15:43:18,1024.55,EFT,Retail,0
297,ACC-504684,2026-02-16 15:43:18,1940.4,EFT,Retail,0
298,ACC-571728,2026-02-16 15:43:18,7569.58,EFT,Retail,0
299,ACC-811828,2026-02-16 15:43:18,3175.27,EFT,Retail,0
300,ACC-209610,2026-02-16 15:43:18,9643.23,EFT,Retail,0
301,ACC-449446,2026-02-16 15:43:18,5726.23,EFT,Retail,0
302,ACC-796245,2026-02-16 15:43:18,7731.44,EFT,Retail,0
303,ACC-464569,2026-02-16 15:43:18,3906.83,EFT,Retail,0
304,ACC-566971,2026-02-16 15:43:18,3797.44,EFT,Retail,0
305,ACC-614347,2026-02-16 15:43:18,8310.49,EFT,Retail,0
306,ACC-739557,2026-02-16 15:43:18,2308.39,EFT,Retail,0
307,ACC-477244,2026-02-16 15:43:18,287.96,EFT,Retail,0
308,ACC-411495,2026-02-16 15:43:18,710.36,EFT,Retail,0
309,ACC-434076,2026-02-16 15:43:18,9053.99,EFT,Retail,0
310,ACC-415752,2026-02-16 15:43:18,5139.63,EFT,Retail,0
311,ACC-140166,2026-02-16 15:43:18,6712.37,EFT,Retail,0
312,ACC-188000,2026-02-16 15:43:18,8219.96,EFT,Retail,0
313,ACC-655519,2026-02-16 15:43:18,6362.82,EFT,Retail,0
314,ACC-765585,2026-02-16 15:43:18,7086.65,EFT,Retail,0
315,ACC-547783,2026-02-16 15:43:18,5135.69,EFT,Retail,0
316,ACC-851911,2026-02-16 15:43:18,9515.89,EFT,Retail,0
317,ACC-462777,2026-02-16 15:43:18,2607.2,EFT,Retail,0
318,ACC-720594,2026-02-16 15:43:18,1647.22,EFT,Retail,0
319,ACC-352572,2026-02-16 15:43:18,1383.01,EFT,Retail,0
320,ACC-849766,2026-02-16 15:43:18,6165.85,EFT,Retail,0
321,ACC-161878,2026-02-16 15:43:18,5926.62,EFT,Retail,0
322,ACC-106543,2026-02-16 15:43:18,7651.97,EFT,Retail,0
323,ACC-752752,2026-02-16 15:43:18,2138.8,EFT,Retail,0
324,ACC-843534,2026-02-16 15:43:18,4500.74,EFT,Retail,0
325,ACC-558446,2026-02-16 15:43:18,2311.61,EFT,Retail,0
326,ACC-500297,2026-02-16 15:43:18,3409.18,EFT,Retail,0
327,ACC-845720,2026-02-16 15:43:18,320.91,EFT,Retail,0
328,ACC-349598,2026-02-16 15:43:18,3624.98,EFT,Retail,1
329,ACC-833470,2026-02-16 15:43:18,1333.58,EFT,Retail,0
330,ACC-738432,2026-02-16 15:43:18,8811.82,EFT,Retail,0
331,ACC-770919,2026-02-16 15:43:18,8939.21,EFT,Retail,0
332,ACC-535848,2026-02-16 15:43:18,7217.57,EFT,Retail,0
333,ACC-653060,2026-02-16 15:43:18,6046.89,EFT,Retail,0
334,ACC-176932,2026-02-16 15:43:18,8876.74,EFT,Retail,0
335,ACC-321962,2026-02-16 15:43:18,6873.36,EFT,Retail,0
336,ACC-479811,2026-02-16 15:43:18,196.54,EFT,Retail,0
337,ACC-191970,2026-02-16 15:43:18,142.57,EFT,Retail,0
338,ACC-802732,2026-02-16 15:43:18,6099.19,EFT,Retail,0
339,ACC-735401,2026-02-16 15:43:18,4085.54,EFT,Retail,0
340,ACC-458350,2026-02-16 15:43:18,2165.39,EFT,Retail,0
341,ACC-812213,2026-02-16 15:43:18,2921.61,EFT,Retail,0
342,ACC-601587,2026-02-16 15:43:18,5263.15,EFT,Retail,1
343,ACC-297220,2026-02-16 15:43:18,2168.21,EFT,Retail,0
344,ACC-534757,2026-02-16 15:43:18,1352.05,EFT,Retail,0
345,ACC-755692,2026-02-16 15:43:18,9622.37,EFT,Retail,0
346,ACC-316909,2026-02-16 15:43:18,3284.18,EFT,Retail,0
347,ACC-649038,2026-02-16 15:43:18,2930.34,EFT,Retail,0
348,ACC-366497,2026-02-16 15:43:18,5754.17,EFT,Retail,1
349,ACC-295788,2026-02-16 15:43:18,1214.39,EFT,Retail,1
350,ACC-467654,2026-02-16 15:43:18,1788.3,EFT,Retail,0
351,ACC-826029,2026-02-16 15:43:18,275.82,EFT,Retail,0
352,ACC-555682,2026-02-16 15:43:18,3781.34,EFT,Retail,0
353,ACC-751819,2026-02-16 15:43:18,5060.32,EFT,Retail,0
354,ACC-342135,2026-02-16 15:43:18,2729.16,EFT,Retail,0
355,ACC-971706,2026-02-16 15:43:18,1704.28,EFT,Retail,0
356,ACC-298875,2026-02-16 15:43:18,2655.1,EFT,Retail,0
357,ACC-573962,2026-02-16 15:43:18,6392.3,EFT,Retail,0
358,ACC-247323,2026-02-16 15:43:18,9696.35,EFT,Retail,0
359,ACC-888912,2026-02-16 15:43:18,3115.65,EFT,Retail,0
360,ACC-735300,2026-02-16 15:43:18,7450.94,EFT,Retail,0
361,ACC-823358,2026-02-16 15:43:18,1952.51,EFT,Retail,0
362,ACC-315586,2026-02-16 15:43:18,5025.25,EFT,Retail,0
363,ACC-516212,2026-02-16 15:43:18,9302.71,EFT,Retail,0
364,ACC-576172,2026-02-16 15:43:18,8534.65,EFT,Retail,0
365,ACC-856032,2026-02-16 15:43:18,1599.19,EFT,Retail,0
366,ACC-925921,2026-02-16 15:43:18,7499.84,EFT,Retail,1
367,ACC-760859,2026-02-16 15:43:18,6808.96,EFT,Retail,0
368,ACC-968860,2026-02-16 15:43:18,2221.47,EFT,Retail,0
369,ACC-465614,2026-02-16 15:43:18,3875.83,EFT,Retail,0
370,ACC-489921,2026-02-16 15:43:18,86.35,EFT,Retail,0
371,ACC-722141,2026-02-16 15:43:18,2260.4,EFT,Retail,0
372,ACC-643468,2026-02-16 15:43:18,8500.86,EFT,Retail,0
373,ACC-679666,2026-02-16 15:43:18,9037.69,EFT,Retail,0
374,ACC-299637,2026-02-16 15:43:18,3492.2,EFT,Retail,0
375,ACC-420004,2026-02-16 15:43:18,5358.69,EFT,Retail,0
376,ACC-510141,2026-02-16 15:43:18,4405.7,EFT,Retail,0
377,ACC-871175,2026-02-16 15:43:18,7771.66,EFT,Retail,0
